구인상태,근무내용,근무시간,근무지역,급여,등록일,성별,업체명,연령,지원방법,지원서류,직종,채용인원
구인상태구인마감,"근무내용<효성종합개발(주)>
주차관리원 1명
-주차관리(발렛업무 없음), 분리수거 업무
*월급 150만원 
*주5일1조/07:00~14:00(휴게시간 11:30~13:30)2조/14:00~21:00(휴게시간 18:30~20:30), 1주일 단위로 조별 교대근무
*계약직(12개월)
*근무지 서울시 서초구 동작대로 68, 신진빌딩 1층 (방배동) 이수역 6번 출구 인근
*지원방법 : 전화 후 방문 010-9185-3963, 이력서 사진찍어 문자 지원 가능
*지원서류 : 이력서",근무시간주5일,근무지역서초구 방배동,급여월급 150만원,등록일2024-10-21,성별남,업체명효성종합개발(주),연령무관,지원방법전화 후 방문 010-9185-3963,지원서류,직종주차관리원,채용인원1명
구인상태구인마감,"근무내용<(주)세계보안관리시스템>
아파트경비원 1명
-아파트 경비 업무
*월급 239만원 
*격일 06:30~06:30(휴게시간 : 주간 3시간, 야간 6시간)
*상용직
*근무지 서울시 구로구 구로동 새말로 93(구로동) 신도림태영타운 신도림역 인근
*지원방법 : 전화 후 방문 010-6218-8900
*지원서류 : 이력서, 일반경비원 신임교육이수증 필수",근무시간격일 06:30~06:30,근무지역구로구 구로동,급여월급 239만원,등록일2024-10-21,성별남,업체명(주)세계보안관리시스템,연령무관,지원방법전화 후 방문 010-6218-8900,지원서류,직종아파트경비원,채용인원1명
구인상태구인마감,"근무내용<(주)승정메인터넌스>건물관리원 1명-건물관리 및 청소. 약간의 주차관리*월급 210만원*주5일 09:00~18:00(휴게 13:00~14:00)*계약직(12개월)*근무지 서울시 서초구 효령로 230, 승정빌딩 201호 (서초동), 남부터미널역 인근*지원방법 : 이메일지원 sjbuilding01@gmail.com*지원서류 : 이력서",근무시간주5일,근무지역서초구 서초동,급여월급 210만원,등록일2024-10-21,성별남,업체명(주)승정메인터넌스,연령무관,지원방법이메일지원,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<(주)세연종합관리>
아파트 청소원 1명
- 계단, 복도, 승강기, 현관 청소 업무 
- 복지카드소지자 / 국가유공자 우대
*주6일 월~금 09:00~15:30 / 토요일 09:00~11:00
*월급 149만원
*상용직
*여, 경력 6개월 이상
*근무지 : 서울 강북구 솔샘로 159, 미아벽산라이브파크 (미아동, 벽산라이브파크)
*지원방법 : 이력서 사진 찍어서 문자지원 070-7771-7123 (근무지 표기)
*지원서류 : 이력서",근무시간주6일,근무지역강북구 미아동,급여월급 149만원,등록일2024-10-18,성별여,업체명(주)세연종합관리,연령무관,지원방법문자지원 070-7771-7123,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)티에스우인>
건물 청소원 1명
로제우스 스포츠센터 청소 업무 (2명) 
*월162만원
*주5일 08:00~15:00(휴게 12:00~13:00) / 일월 또는 월화 휴무
*계약직(3개월)
*근무지 서울특별시 종로구 진흥로 446 (구기동) 로제우스 스포츠센터
*중식제공
*이력서 팩스지원 02-538-7730 (전화 x)",근무시간주5일08:00~15:00,근무지역종로구 구기동,급여월162만원,등록일2024-10-18,성별여,업체명(주)티에스우인,연령무관,지원방법*이력서 팩스지원 02-538-7730,지원서류,직종건물 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)신화비엠씨>
아파트 외곽청소원 1명
아파트 외곽 청소 업무 
*주6일 8:00~16:00(휴게1시간) / 토 09:00-13:00(휴게30분/ 협의)
*월급 197만원
*상용직
*남, 경력 1년이상 우대
*근무지 : 서울 동대문구 답십리로 130, 래미안위브 답십리역 인근
*지원방법 : 전화 후 방문 010-5320-1546
*지원서류 : 이력서",근무시간주6일,근무지역동대문구 답십리동,급여월급 197만원,등록일2024-10-17,성별남,업체명(주)신화비엠씨,연령무관,지원방법전화 후 방문 010-5320-1546,지원서류,직종아파트 외곽청소원,채용인원1명
구인상태구인마감,"근무내용<(주)두원에이앤씨>아파트 경비원 2명아파트 경비 업무* 시간: 06:00~06:00 (휴게시간 주간2시간, 야간6.75시간)* 급여 : 월208만원*계약직(12개월)*근무지 : 종로구 통일로 246-11 (무악동, 무악현대아파트)* 지원방법: 전화문의 후 면접*전화 02-865-5025, 010-6782-8709 / 팩스 02-861-5026",근무시간격일06:00~익일06:00,근무지역종로구 무악동,급여월급 208만원,등록일2024-10-17,성별남,업체명(주)두원에이앤씨,연령무관,지원방법전화 후 방문 02-865-5025,지원서류,직종아파트 경비원,채용인원2명
구인상태구인마감,"근무내용<(주)더테라원>
경비 주차관리원 1명
- 건물 경비, 주차, 보안관리 업무 
*주3일 평일 07:30~20:30(휴게 2시간), 토 08:00~12:00, 2교대이며 2달씩 교대근무
*월급 170만원, 식사 2식 제공
*상용직
*남, 경력 1년이상 우대
*근무지 : 서울 강남구 선릉로90길 36, 미소빌딩 (대치동) 선릉역 인근
*지원방법 : 전화 후 방문 010-9766-9930 / 팩스지원 02-558-2357
*지원서류 : 이력서",근무시간주3일,근무지역강남구 대치동,급여월급 170만원,등록일2024-10-16,성별남,업체명(주)더테라원,연령무관,지원방법전화 후 방문 010-9766-9930,지원서류,직종주차관리원,채용인원1명
구인상태구인마감,"근무내용<이대 영타운 지웰에스테이트 관리단>빌딩경비원 1명건물경비, 주변 청소, 출입자 관리 업무*격일 08:00~익일08:00(휴게 10시간 45분)*월급 210만원*계약직(3개월)*남, 경력 1년이상 우대*근무지 : 서울 서대문구 이화여대5길 35 3층, 이대역 인근*지원방법 : 팩스지원 070-8250-9035 / 이메일지원 youngtown302@naver.com*지원서류 : 이력서",근무시간격일08:00~익일08:00,근무지역서대문구 대현동,급여월급 210만원,등록일2024-10-15,성별남,업체명이대 영타운 지웰에스테이트 관리단,연령무관,지원방법팩스지원 070-8250-9035,지원서류,직종빌딩경비원,채용인원1명
구인상태구인마감,"근무내용<(주)디케이리더스>건물관리원 1명주간 경비, 주차관리, 출입구 청소 업무*주5일 : 08:00~15:00(휴게 1시간)*월급 154만원*계약직(12개월)*남*근무지 : 서울 영등포구 선유로28길 6, 노무빌딩 (양평동1가), 영등포구청 인근*지원방법 : 팩스지원 02-6746-5533 이메일지원 dkleaders01@naver.com*지원서류 : 이력서, 자기소개서",근무시간주5일,근무지역영등포구 양평동,급여월급 154만원,등록일2024-10-14,성별남,업체명(주)디케이리더스,연령무관,지원방법팩스지원 02-6746-5533,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<(주)인화종합관리>주차관리원 1명- 병원 주차관리(타워주차 포함) 업무- 운전면허(1종보통/2종보통 무관) 필수*주6일 : 월~금 07-16시/10-19시(1주단위 교대), 토 07-12시/09-14시(1주단위 교대)*월급 213만원*계약직(12개월)*남*근무지 : 서울 도봉구 도봉로 446, 강북힘찬병원 (창동), 쌍문역 인근*지원방법 : 전화지원 010-5396-5845*지원서류 : 이력서",근무시간주6일,근무지역도봉구 창동,급여월급 213만원,등록일2024-10-14,성별남,업체명(주)인화종합관리,연령무관,지원방법전화지원 010-5396-5845,지원서류,직종주차관리원,채용인원1명
구인상태구인마감,"근무내용<(주)범주>건물관리원 1명주상복합 시설관리, 분리수거 업무*격일 : 06:30~06:30*월급 229만원*계약직(12개월)*남*근무지 : 서울 양천구 목동중앙북로 68 (목동, 목동에버하임), 염창역 인근*지원방법 : 팩스지원 02-2658-3348*지원서류 : 이력서",근무시간격일 : 06:30~06:30,근무지역양천구 목동,급여월급 229만원,등록일2024-10-14,성별남,업체명(주)범주,연령무관,지원방법팩스지원 02-2658-3348,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<(유)원광>아파트청소원 1명아파트 내부 청소 업무, 신주 있음*주6일 : 평일 09:00~15:30 / 토 09:00~12:00*월급 1,414,910원*계약직(3개월), 계약 종료 후 계속 근무 가능*여*근무지 : 서울 강북구 오패산로30길 30 (미아동, 경남아너스빌), 미아사거리역 인근*지원방법 : 전화지원 010-6715-4266 팩스지원 0504-221-4266*지원서류 : 이력서",근무시간주6일,근무지역강북구 미아동,"급여월급 1,414,910원",등록일2024-10-14,성별여,업체명(유)원광,연령~72세,지원방법전화지원 010-6715-4266,지원서류,직종아파트청소원,채용인원1명
구인상태구인마감,"근무내용공공일자리궁금한 사항은 기관에 직접 문의하시기 바랍니다채용공고 바로가기2024년 산림재해 일자리사업 기간제근로자 추가채용 공고채용방법:공개채용채용인원:총8명근무장소:용산구 관내 산림 및 공원·녹지·가로수 등채용개요사업명근무기간인원내용비고산불전문예방진화대2024. 11. ~ 12.3명병해충 예찰 및 방제자연생태분야 전반 업무세부 근로기간은 사업별 표준근로계약서에 의함산림병해충 예찰·방제단2024. 11. ~ 12.5명산불 예방·감시,진화활동 등자연생태분야 전반 업무※사업별 예산 등 사업 여건에 따라 계약기간은 변동될 수 있음※사업장 통합 채용 후,최종합격자 고득점자순 희망 배치근로조건 및 임금노임단가: 78,880원/일(시간당9,860원)근로시간: 9:00 ~ 18:00(휴게시간: 12:00 ~ 13:00,중식시간 포함)근 무 일:매주 월요일~금요일휴 일:주1회 주휴일,『관공서의 공휴일에 관한 규정』에 의한 공휴일-당해 주간 근무일을 만근한 주휴일은 유급사회보험가입:고용보험,산업재해보상보험,건강보험,국민연금 가입기타 휴가·임금 지급기준은 관련근거에서 정하는 바에 따라 부여채용관련 요건응시 자격요건-채용공고일 현재만18세 이상~만75세 이하(1948.10.11.~2006.10.10.)중공원 녹지분야 현장근무에 지장이 없는 신체 건강한 자로서,아래 참여제한사유 각 호에 해당하지 않는 자※『고용상 연령차별금지 및 고령자 고용촉진에 관한 법률』제4조의5의거 연령제한참여제한자-동일한 기간에2개 이상의 직접일자리사업에 참여한 중복참여자- 3년 중2년을 초과하여 동일한 직접일자리사업 참여한 반복참여자·65세 이상 고령자,중증장애인,국민기초생활보장법에 따른 기초생활수급권자중 근로능력 및 질병 정도 등에 따라 허용할 사유가 있는 자는 반복참여 허용·65세 이상 참여자 중3년간3회 이상 반복참여시 선발 총점의20%이상 감점-고소득자 및 고액자산가(가구소득이 중위소득70%초과 또는 재산4억원 초과)-날카로운 작업도구 등을 사용하는 작업에 장애(청각·간질·정신질환 등)가 있는 자-고교·대학(이하2년제·3년제 대학과 대학원 포함)재학생-성범죄 또는 아동학대 관련 범죄 전력 조회 해당자-규정 및 지시사항 위반 또는 근무 불성실로 지적받은 사례가 있는 등 공원,녹지관리에 부적격자라고 판단되는 자,기타 작업 수행이 불가능하다고 판단되는 자우대조건-취업취약계층 해당시 배점기준표에 의한 가점 부여※취업취약계층의 범주①저소득층(기준중위소득60%이하),②장애인,③6개월 이상 장기실직자(청년은 재학생이 아니면서 고용된 사실도 없는 자),④결혼이민자,⑤여성가장,⑥성매매피해자,⑦ 「한부모가족 지원법」에 의한 보호대상자,⑧북한이탈주민,⑨갱생보호대상자,⑩수형자로서 출소 후6개월 미만 자,⑪노숙자-채용공고일 기준 용산구 장기거주자[공고일 기준 전입기간 산정(연속거주)]-공원녹지분야 근무경력자-업무관련자격증 소지자 및 관련분야 기술교육 이수자 우대·「국가기술자격법」,「산림보호법」에 따른 산림분야,수목보호분야 자격증·차량(1종보통 이상)운전면허를 가진 자-『국가유공자 등 예우 및 지원에 관한법률』에 따라 채용시험 시 만점의5?10%가점 부여응시자 유의사항구비서류의 기재착오,누락,연락 불능 등의 사유가 발생하여 생기는불이익은응시자의 책임으로 하며,허위사실 기재 시 채용을 취소합니다.응시원서에 휴대전화번호 등연락처를반드시 기재하여 주시기 바랍니다.※응시원서 상의 기재착오 또는 누락이나,연락불능으로 인하여 발생하는 불이익은응시자의 책임입니다.지정된 심사일시에 참석하지 않을 경우는 응시를 포기한 것으로 처리합니다.해당분야에 적격자가 없을 경우 채용하지 않을 수 있으며,합격자 통지 후라도제출된 서류에 기재된 내용이 사실과 다를 경우 및 채용 부적격자인 경우 합격이 취소될 수 있습니다.응시원서 접수결과 응시자가 선발예정인원보다 같거나 적을 경우(없을 경우 포함)에는 가능한1회 이상 재공고 후 시험을 실시할 예정입니다.본 계획은 우리구 사정에 따라 변경될 수 있습니다.기타 문의사항은용산구청 공원녹지과(☎2199-7622)로 연락바랍니다.※채용청탁 적발 시『부정청탁 및 금품 등 수수금지에 관한 법률』에 의거,처벌 및 불이익을 받을 수 있음을 알려드립니다.※자세한 사항은 붙임파일에 있는 공고문을 참조하세요",근무시간주5일,근무지역용산구 관내,"급여일급 78,880원",등록일2024-10-14,성별무관,업체명용산구청,연령만18세 이상~만75세 이하,지원방법용산구청 직접 방문접수,지원서류참여신청서 양식.hwpx,직종공원 녹지 관리원,채용인원8명
구인상태구인마감,"근무내용<(주)듀델코리아>건물경비원(오피스텔) 1명- 건물 관리 업무- 일반경비원 신임교육이수증 필수*격일 : 07:00~07:00 (휴게시간 12시간)*월급 2,172,000원*상용직*근무지 : 서울 영등포구 영등포동3가 영등포로 264 (영등포동3가), 신길역 인근*지원방법 : 팩스지원 02-2135-9856*지원서류 : 이력서",근무시간격일07:00~익일07:00,근무지역영등포구 영등포동,"급여월급 2,172,000원",등록일2024-10-11,성별남,업체명(주)듀델코리아,연령무관,지원방법팩스지원 02-2135-9856,지원서류,직종건물경비원(오피스텔),채용인원1명
구인상태구인마감,"근무내용<(주)한강티에스>외곽청소원(아파트) 1명아파트 단지 외곽 청소 업무*주6일 : 평일 08:00~15:00 / 토 08:00~11:00*월급 1,720,980원*계약직*남여 무관*근무지 : 서울 성동구 왕십리로 241 서울숲더샵아파트, 한양대역 인근*지원방법 : 전화 후 방문 010-7223-4004*지원서류 : 이력서",근무시간주6일,근무지역성동구 행당동,"급여월급 1,720,980원",등록일2024-10-11,성별무관,업체명(주)한강티에스,연령무관,지원방법전화 후 방문 010-7223-4004,지원서류,직종아파트 외곽청소원,채용인원1명
구인상태구인마감,"근무내용<태일빌딩>
시설관리원(건물) 1명
- 건물시설관리, 청소, 수리업무
- 시설관리분야 경력 2년이상 우대
*주5일 : 08:30~16:30 
*월급 220~230만원 
*상용직
*근무지 : 서울 강북구 도봉로 403, 태일빌딩 (수유동), 수유역 인근
*지원방법 : 방문지원 010-4761-4426
*지원서류 : 이력서",근무시간주5일,근무지역강북구 수유동,급여월급 220~230만원,등록일2024-10-10,성별남,업체명태일빌딩,연령무관,지원방법방문지원 010-4761-4426,지원서류,직종시설관리원(빌딩),채용인원1명
구인상태구인마감,"근무내용<친정맘>
*산후도우미 10명
*영등포/마포 지역
*산후도우미 관련 교육 이수 후, 활동(취업) 연계
1) 신규자: 60시간 교육 / 약 8일 소요 / 교육비(20만원 / 교재비 1만원)
2) 경력자: 40시간 교육 / 교육비(15만원 / 교재비 1만원) / 요양보호사, 간호사, 간호조무사, 사회복지사 면허 소지자는 경력자로 인정 / 경력이 없는 경우 유사돌봄(가사간병방문지원, 노인돌봄, 장애인활동지원, 아이돌봄 등) 500시간 서비스 업무 제공 증빙 시 경력자로 인정)

*일급 105,000원~최대 213,000원
*주5일 09:00~18:00 (휴게 1시간)*전화 문의 02-858-1300",근무시간주5일09:00~18:00,근무지역영등포구/마포구,"급여일급105,000원~최대213,000원",등록일2024-10-10,성별여,업체명친정맘,연령무관,지원방법*전화문의 02-858-1300,지원서류,직종산후도우미,채용인원1명
구인상태구인마감,"근무내용<(주)풀무원>건물청소원 1명- 박물관 청소, 김치체험 음식물 쓰레기 정리 업무- 경력자 우대, 장기간 근무 가능하신 분*주5일 화~토 08:00~17:00(휴게 1시간)*월급 : 208만원*계약직(2개월), 연장가능*근무지 : 서울 종로구 관훈동 196-10 인사동마루 4,5,6층 뮤지엄김치간, 안국역, 종로3가역 인근*지원방법 : 이메일 지원 kinaa@pulmuone.com*지원서류 : 이력서",근무시간주5일 (화~토),근무지역종로구 관훈동,급여월급 208만원,등록일2024-10-10,성별무관,업체명(주)풀무원,연령무관,지원방법이메일 지원 kinaa@pulmuone.com,지원서류,직종건물 청소원,채용인원1명
구인상태구인마감,"근무내용<영조사>[건물관리원 1명]
*본사 건물 관리 업무*소방안전관리자 2급 필수 / 전기, 설비, 소방 가능한 분*연봉3,120만원*주5일 09:00~18:00
*상용직
*근무지 서울특별시 중구 청계천로 216 (영조사)*공휴일, 국경일 모두 쉬며, 퇴직금O, 4대보험 가입*전화 후 방문 면접 010-5385-9273",근무시간주5일09:00~18:00,근무지역중구 방산동,"급여연봉3,120원",등록일2024-10-08,성별남,업체명영조사,연령무관,지원방법*전화 후 방문 면접 010-5385-9273,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<영조사>[건물 청소원 1명]
*건물청소(화장실 6개, 계단 등) 업무
*월125만원
*주6일 08:30~15:00, 토 09:00~12:00
*근무지 서울특별시 중구 청계천로 216 (영조사)
*상용직*공휴일, 국경일 모두 쉬며, 퇴직금O, 4대보험 가입*전화 후 방문 면접 010-5385-9273","근무시간주6일08:30~15:00,토~12:00",근무지역중구 방산동,급여월125만원,등록일2024-10-08,성별여,업체명영조사,연령무관,지원방법*전화 후 방문 면접 010-5385-9273,지원서류,직종건물 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)삼오관리>건물관리원 1명- 오피스텔 시설관리, 주차관리 및 순찰, 방문객 응대 등의 업무- 경력 1년 이상*격일 07:00~07:00(휴게 10시간)*월급 : 280만원*사용직*근무지 : 서울 관악구 남부순환로181길 41, 신림역 인근*지원방법 : 전화 후 방문 010-4735-7246*지원서류 : 이력서",근무시간격일07:00~익일07:00,근무지역관악구 신림동,급여월급 280만원,등록일2024-10-08,성별남,업체명(주)삼오관리,연령무관,지원방법전화 후 방문 010-4735-7246,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<기빙플러스>매장판매원 지점별 1명(마곡나루역/먹골역/당산역/상계역/흑석역)기빙플러스는 기업의 기증물품을 판매한 수익으로 사회적 일자리를 창출하는 나눔 매장입니다- 업무: 역사 내 기빙플러스 매장 관리(청소 등), 상품관리 및 진열, 판매, 구매고객 응대 등*물류관리 주3회 평균 1~20kg  20박스 입고 되며, 최대 50 박스가 입고 되는 경우도 있어 매장 내 직원분들과 함께 물류작업 수행하나, 어느 정도 무거운 것을 들으실 수 있어야 함.*고객응대 시, 가격, 할인, 이벤트에 대한 설명과 더불어 사업 취지를 전달할 수 있어야 하며(판매경력 우대), POS 기기 단독 사용이 가능(POS기기 단독 사용자 우대) 해야 함.[마곡나루역] 주5일 / 11:00~15:30(휴게시간 30분)서울특별시 강서구 마곡중앙5로 2, 지하1층 5번매장(마곡동)[먹골역] 주5일 / 15:45~20:15(휴게시간 30분)서울특별시 중랑구 동일로 901, 지하 2층 202, 203호 (묵동)[당산역]주5일 / 15:45~20:15(휴게시간 30분)서울특별시 영등포구 양평로 40, 지하 1층 5번매장[상계역]주5일 / 15:45~20:15(휴게시간 30분)서울특별시 노원구 상계로 182 (상계역)[흑석역] 주5일 / 10:45~15:15(휴게시간 30분)서울특별시 동작구 현충로 90, 지하1층 2번매장(흑석동)*시급9,900원*계약직(3개월)/ 계약만료 후 상용직 전환검토*성별무관, 만 55세 이상*지원방법: 첨부된 이력서 활용하여 메일 지원 givingps@miral.org -> 지원하고자 하는 지점명 반드시 기재",근무시간근무내용 참조,근무지역마곡나루/먹골/당산/상계/흑석,"급여시급9,900원",등록일2024-10-07,성별여,업체명기빙플러스,연령만 55세 이상,지원방법메일지원 givingps@miral.org,지원서류붙임1.[양식]기빙플러스 입사지원서.hwp,직종매장 판매원,채용인원역사별 1명
구인상태구인마감,"근무내용<크린존>건물청소원 1명학원 청소 업무*주6일 : 15:00~21:00(휴게 1시간, 매시간 10분휴식)*월급 : 145만원*사용직*근무지 : 서울 동작구 노량진로 140, 노량진역 인근*지원방법 : 전화 후 방문 010-3000-7995*지원서류 : 이력서",근무시간주6일,근무지역동작구 노량진동,급여월급 145만원,등록일2024-10-07,성별여,업체명크린존,연령무관,지원방법전화 후 방문 010-3000-7995,지원서류,직종건물 청소원(학원),채용인원1명
구인상태구인마감,"근무내용<(주)동우유니온>건물 경비원 1명- 내방객 응대 및 안내- 순찰 (건물 내, 외부)- 입 · 출차량 통제 및 안내- 일반경비원 신임교육이수 필수*주5일 : 08:00~18:00(휴게 2시간)*월급 : 2,300,000원*계약직 : 12개월*근무지 : 서울 동작구 신대방동 보라매로5길 15, 관리사무소, 보라매병원역 인근*지원방법 : 팩스지원 02-3284-3650 / 워크넷지원*지원서류 : 이력서",근무시간주5일,근무지역동작구 신대방동,"급여월급 2,300,000원",등록일2024-10-07,성별남,업체명(주)동우유니온,연령무관,지원방법팩스지원 02-3284-3650,지원서류,직종건물 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)지혜>건물 경비원 1명- 일반경비원 신임교육이수 필수*격일 : 08:00~08:00(휴게 11시간)*월급 : 1,870,000원*계약직 : 12개월, 계약 후 연장 가능*근무지 : 서울 은평구 연서로 216, 아트캐슬주상복합, 연신내역 인근*지원방법 : 팩스지원 02-355-8462 / 이메일지원 syd6669@daum.net*지원서류 : 이력서",근무시간격일08:00~익일08:00,근무지역은평구 대조동,"급여월급 1,870,000원",등록일2024-10-07,성별남,업체명(주)지혜,연령무관,지원방법팩스지원 02-355-8462,지원서류,직종건물 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)에스에이치자산관리>건물 경비원 1명- 주차관리, 분리수거 업무- 간단한 컴퓨터 사용 가능자 희망 (팩스보내기, 검색, 문서 출력 등)*격일 : 07:00~07:00(휴게 10시간)*월급 : 2,174,340원*계약직 : 12개월, 계약 후 연장 가능*근무지 : 서울 서초구 양재대로2길 100-48*지원방법 : 팩스지원 02-443-7086 / 이메일지원 kyoung1898@naver.com*지원서류 : 이력서",근무시간격일07:00~익일07:00,근무지역서초구 우면동,"급여월급 2,174,340원",등록일2024-10-07,성별남,업체명(주)에스에이치자산관리,연령무관,지원방법팩스지원 02-443-7086,지원서류,직종건물 경비원,채용인원1명
구인상태구인마감,"근무내용<창동 동아청솔아파트>창동 동아청솔아파트 청소원 1명아파트 실내 청소(신주 있음)*경력자 우대*월140만원*주6일 09:00~15:00 / 토, 09:00~12:00 (공휴일 휴무)*계약직(3개월) / 근무평가 이후 9개월 연장 계약*근무지 서울특별시 도봉구 노해로69길 103 (창동) 동아청솔아파트*전화 통화 후 방문 010-4068-8603","근무시간주6일09:00~15:00,토09~12시",근무지역도봉구 창동,급여월140만원,등록일2024-10-07,성별여,업체명(주)크린서비스,연령무관,지원방법*상담사 알선 02-6220-8640,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)크린산업개발>아트센터 청소원 1명내부 청소 업무*주5일 : 12:00~21:00 (휴게 2시간), 월, 화 휴무(협의가능)휴일 교대 / 주말근무 가능자*월급 : 189만원*계약직 : 12개월*근무지 : 서울 중구 퇴계로 387, 충무아트센터 (흥인동), 신당역 인근*지원방법 : 전화 후 방문 010-5495-0070*지원서류 : 이력서",근무시간주5일,근무지역중구 흥인동,급여189만원,등록일2024-10-04,성별여,업체명(주)크린산업개발,연령무관,지원방법전화 후 방문 010-5495-0070,지원서류,직종건물 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)신현대관리>아파트 경비원 1명분양아파트 주간 경비 업무*주5일 : 07:00~20:00(휴게 4시간)*월급 : 2,313,649원*계약직 : 12개월*근무지 : 서울 관악구 성현로 80 (봉천동, 관악드림타운아파트), 숭실대입구역 인근*지원방법 : 팩스지원 02-471-0147*지원서류 : 이력서, 경비원신임교육 이수증 사본",근무시간주5일,근무지역관악구 봉천동,"급여2,313,649원",등록일2024-10-04,성별남,업체명(주)신현대관리,연령무관,지원방법팩스지원 02-471-0147,지원서류,직종아파트 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)세원종합관리>외곽 청소원 1명아파트 외곽 청소 업무*주6일 : 평일 09:00-15:30(휴게 12:00~13:00), 토 09:00~12:00*월급 : 1,642,120원*계약직 : 12개월*근무지 : 서울 송파구 동남로 341 송파레미니스2단지, 오금역 인근*지원방법 : 전화 후 방문 010-3128-3560","근무시간주6일, 내용참조",근무지역송파구 오금동,"급여월급 1,642,120원",등록일2024-10-04,성별남,업체명(주)세원종합관리,연령무관,지원방법전화 후 방문 010-3128-3560,지원서류,직종외곽 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)썬앤문>[송파 잠실] 롯데건설현장 경비원 1명*건설현장 유경험자, 경비교육 필수*월298만원(연차수당 포함 3,180,000원)*주6일 06:00~18:00(휴게시간 2시간(현장에 맞춰 능동적으로 휴게))*3개월 계약 후, 기간 연장*근무지 서울특별시 송파구 올림픽로33길 17, 경비초소*이력서 팩스 지원 및 메일지원 (전화문의 불가)팩스번호 02-563-8909 / 이메일주소 topsunmoon1@naver.com""송파 잠실 경비지원"" 기재 부탁드립니다.",근무시간주6일 06:00~18:00,근무지역송파구 신천동,급여월298만원,등록일2024-10-04,성별남,업체명(주)썬앤문,연령무관,지원방법이력서 팩스 지원 및 메일지원,지원서류,직종건설현장 경비원,채용인원1명
구인상태구인마감,"근무내용<설봉빌딩>빌딩 청소원 1명[혜화역 인근] 빌딩 복도, 계단, 사무실, 화장실 등 청소 업무*종로구, 성북구 인근 거주자 희망, 오래 일하실 분 희망*5층 건물로 엘리베이터 없음, 적극적이고 인상 좋으신 분*월50만원 (주 총 10시간) 오전 5시~7시 사이 출근*주5일 2시간 근무출근시간은 정해져 있지 않고, 오전 7시 이전에만 오셔도 오전 9시 업무 시작되기 전까지*상용직*근무지 서울특별시 종로구 대학로12길 10 (동숭동)*성별무관, 55세~70세*지원방법:전화통화 후 방문 010-2774-6889해당 일자리는 주 15시간 미만 일자리로고용보험, 산재보험만 적용됩니다.","근무시간주5일, 내용참조",근무지역종로구 동숭동,급여월급 50만원,등록일2024-10-02,성별무관,업체명설봉빌딩,연령~70세,지원방법*전화통화 후 방문 010-2774-6889,지원서류,직종청소원(빌딩),채용인원1명
구인상태구인마감,"근무내용<구립100세데이케어센터>
운전원 1명
어르신 차량 송영 업무
운전면허1종 보통
*주5일 오전 8:00~10:00, 오후17:30~20:00
*월급 140만원 
*계약직 12개월
*근무지 서울특별시 동작구 신대방1길18  구립100세데이케어센터
*남, ~65세*지원방법: 이메일지원8490011@naver.com*지원서류: 이력서, 자기소개서","근무시간주5일, 내용참조",근무지역동작구 신대방동,급여월급 140만원,등록일2024-10-02,성별남,업체명구립100세데이케어센터,연령~65세,지원방법*이메일지원,지원서류,직종운전원,채용인원1명
구인상태구인마감,"근무내용<성현사>세차원 1명LG빌딩내 임직원 차량 세차*주5일 07~12시 (휴게시간: 10:10~10:40)*월급 150만원*상용직*근무지 서울 종로구 새문안로 58 (신문로2가, LG광화문빌딩) 지하 4층*남, 55~61세*지원방법: 전화 후 방문 010-2218-4357*지원서류: 이력서",근무시간주5일 07:00~12:00,근무지역종로구 신문로2가,급여월150만원,등록일2024-10-02,성별남,업체명성현사,연령55세~61세,지원방법*전화 후 방문  010-2218-4357,지원서류,직종세차원,채용인원1명
구인상태구인마감,"근무내용<(주)한국커리어서치>빌딩 관리소장 1명- 전반적인 건물 내외관리- 건물전기,수도검침- 총괄업무 입주사 민원대응 및 건물 유지보수/수선 견적, 전층 시설관리*월급 275만원*주5일 07:00~16:00*계약직(12개월)*근무지 강남구 역삼로 233  관리사무소 (역삼동)*남,~65세*지원방법: 이메일지원 jsjs0188@onjob.co.kr*지원서류 : 이력서, 자기소개서※소방안전관리자 2급 엑셀, 한글 기본 가능하신 분",근무시간주5일,근무지역강남구 역삼동,급여월급 275만원,등록일2024-10-02,성별남,업체명(주)한국커리어서치,연령~65세,지원방법*이메일 jsjs0188@onjob.co.kr,지원서류,직종빌딩 관리소장,채용인원1명
